sentence	label
although i think i did see one where it was a point eight percent or so rise in word error rate.	Rising Tone
their academic.	Affirmative Non-yes Answers
and and they're very it's very audible on the close talking channels?	Declarative-Question
uh anyway this is crude.	Floor Grabber
just put your name in.	Action-directive
okay so we're running kind of late.	Acknowledge-answer
you do get uh like in an interview uh nice long segments.	Defending/Explanation
so one is fixed in the line like smoothing the clean speech is is helping.	Statement
it's worse on	Collaborative Completion
yeah it is true that is it benefits to	Accept
because we know that	Defending/Explanation
yeah i think there was only a few	Accept
i i sorry.	Apology
and it's not like what he's doing doesn't uh improve things.	Statement
on the middle so in the first case that gloss applies to the word to the left.	Understanding Check
i had twenty frames most of the time.	Expansions of y/n Answers
would it you know you know arbitrarily amount of	Statement
what what will different transcribers do with with the laptop sound?	Rising Tone
play.	Collaborative Completion
maybe very very soft.	Assessment/Appreciation
i i don't think it's	Interrupted/Abandoned/Uninterpretable
uh i i mean if i have to design the thing uh i i would rather you know use this type of thing than the other ones.	Statement
it it i think it's better to put optional.	Defending/Explanation
but not yet approved.	Acknowledge-answer
i i think that we we have a need to have a consistent licensing policy of some sort and	Offer
like would people	Yes-No-question
i don't know what it's called.	Other Answers
and create a database that we can use sort of as a a large feature vector or table to feed to our decision trees.	Statement
and different people make different simplifications.	Defending/Explanation
because some frequency values will be zeroed out because of that.	Defending/Explanation
at the utterance level right.	Mimic Other
i just don't know how else to generate the queries other than getting an expert to actually listen to the meeting and say that's important.	Defending/Explanation
yeah right now it's a constant that just depending on the the noise spectrum.	Acknowledge-answer
so this was like compared to uh uh fifty seven is what you got by using the french telecom system.	Understanding Check
i don't mind if sony knows my opinion.	Defending/Explanation
yeah they they often do it after.	Accept
you should have run it under your sweater though.	Action-directive
but maybe the uh the i b m thing will will help push through the the rest of it somewhat quicker.	Topic Change
i mean that's an interesting take on it i think.	Assessment/Appreciation
so it's sort of a sharing thing.	Dispreferred Answers
i would also be really aware of how i was speaking.	Statement
yeah i i think we won't know until we generate a bunch of beep files automatically listen to them and see how bad they are.	Negative Non-no Answers
and then they're they're uh uh generating h.t.k. scripts to	Understanding Check
i hope to hope to get this um a full rough draft done by uh monday so i can give it to morgan.	Statement
that's what makes it seem difficult.	Assessment/Appreciation
are the auditory quality is it uh much different between this kind and the the fancy ones?	Rising Tone
it would probably be safer if you're willing to have a separate tag.	Offer
is is morgan nodding his head?	Humorous Material
but i think to have a convention marking it as a nonstandard or i don't mean standard but a a a uh orthographic uh whatever.	Statement
i don't know what kind of uh uh capability we have at the moment for for doing second passes on on uh uh some kind of little small lattice or a graph or confusion network or something.	Other Answers
i'll i'll continue with that for some	Commit
but same idea.	Accept
oh we can't do it.	Reformulate/Summarize
yeah what i was going to say is that i don't want to ask people to do something they wouldn't normally do in a meeting.	Floor Grabber
how do you get i don't know the evil apostrophe?	Wh-Question
it's not that long.	Statement
okay well yeah.	Acknowledge-answer
right so i mean the way you	Accept
but i don't think there's much to say about that except we've sent it in and we'll see what happens.	Rising Tone
but if it's uh part on these little fragments no.	Statement
the wavefile is there immediately.	Statement
so it was the same	Statement
and so if if you're using their interface to specify overlapping speakers you can only do two.	Defending/Explanation
just combine it see.	Collaborative Completion
are you are you interfacing to that thing with the c plus plus routines?	Rising Tone
uh with weighted sum at the input.	Expansions of y/n Answers
i i think the i think i don't know my own two cents worth is that you don't do anything about what's in the recordings you only anonymize to the extent you can the speakers have signed the forms and all.	Offer
yeah i can remember i used to see	Floor Grabber
i should have it finished by the end of the day.	Humorous Material
uh we won't be changing the training on anything.	Floor Holder
it's it's different in a sense like	Dispreferred Answers
