sentence	label
that they would would be safe you know, from any kind of abuse or  that  kind of thing.	Statement-non-opinion
so what kind of movies have you seen, lately, i guess?	Wh-Question
even at your age?	Yes-No-Question
to, yeah, to carry it out.	Collaborative Completion
uh, the last movie i rented was the hard way with michael j. fox	Affirmative Non-yes Answers
electronic data processing.	Statement-non-opinion
to have them, uh,	Uninterpretable
uh, that	Uninterpretable
well if you,  if you can get green card, go for it.	Action-directive
and, and ...	Uninterpretable
so, is that quality time?	Rhetorical-Question
so, what is your latest experience with painting?	Open-Question
but and i've been out trying to find a job because this is just not cutting it.	Statement-non-opinion
we camped at the beach one time	Statement-non-opinion
and that's, that same subject,	Uninterpretable
and you're in what city?	Wh-Question
they can't be.	Quotation
are so involved.	Collaborative Completion
well do you, you, you say you haven't been in years?	Yes-No-Question
so i've, i've kind of,	Uninterpretable
your occupation has nothing to do with it.	Statement-opinion
when we were down in houston, we were isolated,	Statement-non-opinion
you didn't overheat it?	Declarative Yes-No-Question
oh, i, i, i,	Uninterpretable
uh, well, uh, yeah.	Uninterpretable
doesn't that always taste so much better,  when you're out like that.	Declarative Yes-No-Question
didn't they ask you for your i d number when you answered?	Yes-No-Question
oh, you don't like howse,  huh?	Yes-No-Question
sometimes, i think i am going crazy trying to do it	Statement-non-opinion
have you ever head of her.	Yes-No-Question
big lips, flat nose, yep, that was him.	Quotation
what, what would you, what would, has your experience lead you to advise, uh, if my child were thinking of going to the air force academy,	Wh-Question
they're kind of nice.	Statement-opinion
but i guess customers too, huh?	Yes-No-Question
all i had was sweats,	Statement-non-opinion
exterior,	Repeat-phrase
uh-huh. *listen; mistranscribed 'uh-uh'	No Answers
because they, of course, if you did not have them, you would be pulling from your salary, of course.	Summarize/Reformulate
so what do you think of, of owning a home as opposed to, to renting somebody else's?	Open-Question
well, there's that	Agree/Accept
was, like, well,	Uninterpretable
but they still,	Uninterpretable
did, did you use it at the car shop place.	Yes-No-Question
how, how does it keep the cost down?	Wh-Question
on your friends,	Agree/Accept
was it nolan against, uh	Yes-No-Question
but at, it ...	Uninterpretable
just ride around in the cart with him	Statement-opinion
that's a problem.	Appreciation
now have you seen dances with wolves?	Yes-No-Question
is that right? i'll heard there was some stuff on the, on the radio that was equivalent to c n n.	Yes-No-Question
so i'm kind,	Uninterpretable
and it's the law that you have a gun,	Statement-non-opinion
well, it has been real good talking to you.	Conventional-closing
and of course they have their own families and grandchildren and all that,	Statement-non-opinion
uh, it just did not seem that, uh, i do not know, technically we knew what we were doing either.	Statement-opinion
well, did you see carl sagan on sixty minutes on, uh, when he was talking about when if, if the, if the war started in, in kuwait and they'd set those, uh, all	Yes-No-Question
like the scribes who did the old documents, you know, for churches and,	Summarize/Reformulate
and in the car,	Uninterpretable
and i feel like they sensationalize things that shouldn't be sensationalized.	Statement-opinion
if you're going to learn how to shoot a gun, you're going to learn how to do it correctly	Quotation
doesn't the jury decide on the death penalty rather than, than  the judge?	Yes-No-Question
what did they want to charge you for it?	Wh-Question
uh, they'll, uh	Uninterpretable
and i hope i've given you some ideas	Conventional-closing
i guess it, it, might would,	Agree/Accept
my wife, uh, runs or likes to run,	Statement-non-opinion
well, do you think that, that in a civil case, if there was majority rule, that it would be easy for someone to be set up?	Yes-No-Question
definitely needed.	Agree/Accept
you're crazy	Repeat-phrase
well, is	Uninterpretable
it was overdeveloped then?	Yes-No-Question
and, uh, i mean some months i may spend three hundred on groceries and a hundred on everything else,	Statement-non-opinion
because when you get the most heinous of crimes, have you ever noticed you always get the most renowned defense attorney?	Yes-No-Question
what did i read recently	Self-talk
did you catch the fish?	Yes-No-Question
uh, in the twin cities area,	Uninterpretable
we've had some pretty we were having some pretty healthy uh, campaigns that were based on issues there for two or three of the gubernatorial races	Statement-opinion
which might be a bigger problem than it would be, uh,	Statement-opinion
and how are they supposed to, you know, teach their kids that are coming up, you know, what's going on.	Rhetorical-Question
i don't know if you'd call that a hobby,	Declarative Yes-No-Question
you know, and so, it's, it is, uh,	Uninterpretable
sure, come on out, you know,	Quotation
nutrisweet,	Collaborative Completion
she was four, or three,	Statement-non-opinion
but it is not bad.	Statement-non-opinion
i mean, what kind of,	Uninterpretable
did you buy a program to handle menus?	Yes-No-Question
you now	Uninterpretable
warm rain,	Summarize/Reformulate
but, i, you know.	Uninterpretable
i's like,	Uninterpretable
so. uh,	Uninterpretable
and i had never been asked that	Statement-non-opinion
and what's the name of this book again?	Wh-Question
it's, it's, it's, it's, uh,	Uninterpretable
whether you buy a t v dinner or not, i don't think it has anything to do with,	Statement-opinion
oh definitely it's,	Agree/Accept
and you make it into new paper,	Quotation
i don't know i don't know how old you are,	Declarative Wh-Question
you can't really get away.	Declarative Yes-No-Question
if that, if something, does capital punishment, you know, does it happen with that, within that, uh,	Yes-No-Question
what do you think of this, uh, fourteen one and ten four one in dallas?	Open-Question
oh, wonderful,	Appreciation
and the other will continue to swim in college,	Statement-non-opinion
and i'll read your book sometime.	Offers, Options Commits
you you would not be pulling it out of your account all of the time just by yourself.	Summarize/Reformulate
what do you use?	Open-Question
there's, it's,	Uninterpretable
it's not a big, you know trauma to them to learn something.	Summarize/Reformulate
was that before,	Yes-No-Question
the grass not growing so fast	Summarize/Reformulate
personal level	Uninterpretable
so, what do you and your husband do?	Wh-Question
isn't that strange?	Backchannel in Question Form
i don't think we can either,	Agree/Accept
and there was,	Uninterpretable
well, got any problems on mockingbird with crime	Yes-No-Question
should we have fought them harder?	Yes-No-Question
there's the,	Uninterpretable
that sounds amazing.	Appreciation
that's, that's exactly how i feel too.	Agree/Accept
so, you know. what does that make me, an honorary yankee	Rhetorical-Question
all right,  thank you.	Conventional-closing
it's probably been too hot today for either of us to,	Statement-opinion
well, i just, uh,	Statement-non-opinion
well actually  i,	Uninterpretable
you can usually find it in a health food store.	Statement-non-opinion
i was wasn't a mechanical engineer	Statement-non-opinion
it does kind of get in the,	Uninterpretable
too hot,	Repeat-phrase
must have been terrible.	Appreciation
uh, rides or runs?	Yes-No-Question
well, i'll,	Uninterpretable
vegetables once in a while.	Conventional-closing
you have got to go tobogganing and sledding with them.	Action-directive
and that's ...	Uninterpretable
so i'll talk with you later.	Conventional-closing
well, they're not entertained for too long with it.	Dispreferred Answers
but, uh, they,	Uninterpretable
so. now have you been to applebee's.	Declarative Yes-No-Question
but, uh, did you ever go to like one of those health clubs or anything?	Yes-No-Question
is it, like water running and she is doing	Uninterpretable
where's that place?	Wh-Question
like, for instance, say, uh,	Action-directive
you don't like patsy cline.	Yes-No-Question
well, good luck to you in pursuing your nursing degree.	Appreciation
that music that you like  to.	Uninterpretable
i do not know for sure,	Hedge
i hope it's recording	Statement-non-opinion
definitely when it's cool.	Summarize/Reformulate
um, but anyway, so, so as far as,	Uninterpretable
is it then the chance that the employer will look at you in more of a negative fashion and say well, you know, this is kind of iffy, you know,	Rhetorical-Question
what, what about, oh,	Open-Question
oh, are you.	Acknowledge (Backchannel)
oh, much very much.	Agree/Accept
i mean, two fold purpose.	Summarize/Reformulate
and  i'm off them for a year now.	Quotation
is that a big, thick book?	Yes-No-Question
all your life.	Collaborative Completion
sometimes  you know, sometimes the nursing homes are good for, uh, just short periods of time.	Statement-opinion
i, i  assume that means good for the minnesota	Declarative Yes-No-Question
